Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify deleting 5 Service Demand with forcast on Traffic Type 100GE-10GE-OTU2- OTU2e-FC-16G-FC-10G-FC-8G-OC-192-OTU4-40GE with Auto card Type and analyze the network for Non SSON ANSI Network in upgrade mode"- "Row_42"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 100GE Service with trunk 200G Demand 400G-XP-LC-w/SD_FEC25-NO_DE and FEC15-NO_DE  with relvent Plugable forced on all the Traffic Type analyse the network and add one 100GE demand   in upgrade mode"- "Row_50"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100G-LC-C  Titano card on the w/FEC-w/EFEC-w/HG-FEC with relvent Plugable forced on 100GE and OTU4 Traffic Type with Forcing Path of wave and wavelength forcing with Trunk Auto in upgrade modde"- "Row_62"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100G-CK-LC-C Titano2 card on the w/FEC-w/EFEC-w/HG-FEC with relvent Plugable forced on 100GE-40GE and OTU4 Traffic Type with Forcing Path of wave and wavelength forcing with Trunk Auto in upgrade mode"- "Row_74"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100GS-CK-LC-C Titano2 card on the w/FEC-w/EFEC-w/HG-FEC with relvent Plugable forced on 100GE-40GE and OTU4 Traffic Type with Forcing Path of wave and wavelength forcing with Trunk Auto in upgrade mode"- "Row_86"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 200G-CK-LC-C Titano2 card on the w/FEC-w/EFEC-w/HG-FEC with relvent Plugable forced on 100GE-40GE and OTU4 Traffic Type with Forcing Path of wave and wavelength forcing with Trunk Auto in upgrade mode"- "Row_98"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100G-LC-C with Compatable card at Destnation site it should list only 200G-CK-LC(100G mode only)-FEC-100G-CK-LC-C-100GS-CK-LC analyze the network and check the TM report Change the destination card type in upgrade mode"- "Row_110"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100GS-CK-LC with Compatable card at Destnation site it should list only 200G-CK-LC(100G mode only)-FEC-100G-CK-LC-C-100GS-CK-LC-100G-LC-C  analyze the network and check the TM report change the card type in upgrade mode"- "Row_122"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2  100GE Traffic Type Demand with  400G-XP-LC forcing of 100G Trunk and check TM Report it should route to the two different 11 and 12 trunk check in TM Report and upgrde Trunk mode in upgrade mode"- "Row_134"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating OC192-OTU2-OTU2e-Fiber Channel10G and 100GE with Trunk Forcing 200G in 400G-XP-LC card it should route to the 11 trunk check in TM Report and upgrade the trunk mode"- "Row_146"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 10GE- 40GE-OTU4 with Trunk Forcing 100G and Fiber 10G-Fiber 16G-OC192 with Trunk Forcing 200G in 400G-XP-LC card it should route to the 1st card 11 trunk(OTU4) 12trunk (10G-40G) and 2nd card 11trunk(10G-16G-OC192) check in TM Report change payg in upgrade mode"- "Row_162"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 400G-XP-LC-w/SD_FEC25-NO_DE and FEC15-NO_DE  with relvent Plugable forced on all the Traffic Type with Forcing Path of wave and wavelength forcing and pluggables in upgrade mode"- "Row_175"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100GS-CK-LC Titano3 card on the w/SD-FEC_20 with relvent Plugable forced on 100GE Traffic Type with Forcing Path of wave-Auto and wavelength forcing with Trunk Auto add waves in upgrade mode"- "Row_190"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 200G-CK-LC Titano3B card on the w/SD-FEC_20 relvent Plugable forced on 100GE and OTU4 Traffic Type with Forcing Path of wave-Auto and wavelength forcing with Trunk Auto add waves in upgrade mode"- "Row_199"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Service Demand 100GS-CK-LC with Compatable card at Destnation site it should list only 200G-CK-LC(100G mode only)-FEC-100G-CK-LC-C-100GS-CK-LC-100G-LC-C  analyze the network and check the TM report add waves in upgrade mode"- "Row_209"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 OTU4 Traffic Type Demand with  400G-XP-LC forcing of 100G Trunk and check TM Report it should route to the two different 11 and 12 trunk in 1 st card and 2nd card it should take 11 trunk check in TM Report change fec in upgrade mode"- "Row_218"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 10GE- 40GE-OTU4 with Trunk Forcing 100G and Fiber 10G-Fiber 16G-OC192 with Trunk Forcing 200G in 400G-XP-LC card it should route to the 1st card 11 trunk(OTU4) 12trunk (10G-40G) and 2nd card 11trunk(10G-16G-OC192) check in TM Report in upgrade mode"- "Row_231"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 12 Service Demand 100G-LC-C  Titano card 10 with Forecast and 2 with Present check in the BOM only 2 card PID should be Present change forecast to present in upgrade mode"- "Row_244"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 12 Forecast Service Demand 100G-LC-C  Titano card and check all Report card PID should be present after changing foresrecat to present in upgrade mode"- "Row_254"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Service Demand 100G-CK-LC-C Titano2 20 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report change 20 demand to present in upgrade mode"- "Row_264"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Service Demand 100G-CK-LC-C Titano2 20 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report change 20 demand to present in upgrade mode"- "Row_276"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 20 Service Demand 100GS-CK-LC Titano3 16 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report upgrade 16 demands forcast to present"- "Row_285"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 20 Forecast Service Demand 100GS-CK-LC Titano3 card and check all Report card PID should not be Present  upgrade one wave to present"- "Row_296"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Service Demand 200G-CK-LC-C Titano2 20 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report change 20 demand to present in upgrade mode"- "Row_305"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Service Demand 200G-CK-LC-C Titano2 20 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report change 20 demand to present in upgrade mode"- "Row_317"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 20 Service Demand 100GS-CK-LC Titano3 16 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report and new site and waves in upgrade mode"- "Row_326"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 12 Forecast Service Demand 100GS-CK-LC Titano3 card and check all Report card PID should not be Present  enable one forecast to present"- "Row_344"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Service Demand 200G-CK-LC Titano3B card 20 with Forecast and 4 with Present check in the BOM only 4 card PID should be Present and check all Report change the pluggabe"- "Row_353"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 24 Forecast Service Demand 200G-CK-LC Titano3B and check all Report card PID should not be Present  make one wave present in upgrade mode"- "Row_362"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 1 Demand 100GE with Txp 200G-CK+MR-MXP (200G MXP mode) and analyze the network and the path of wave in upgrade mode"- "Row_371"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 Demand 100GE and OTU4 with Txp 200G-CK+MR-MXP (200G MXP mode) and analyze the network and delete 100GE demand in upgrade mode."- "Row_380"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 Demand 100GE(P) and OTU4(F) with Txp 200G-CK+MR-MXP (200G MXP mode) and analyze the network and change forecast to present in upgrade mode"- "Row_389"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 100GE(3) with Txp 200G-CK+MR-MXP (200G MXP mode) with network Client Payg Disabled and analyze the network  and payg enabled in upgrade mode"- "Row_399"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 100GE Txp 200G-CK-LC+MR-MXP (100G TXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network and add 100GE demand in upgrade mode"- "Row_408"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 1 Demand 100GE Txp 200G-CK-LC+MR-MXP (100G TXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network and change the pluggable in upgrade mode"- "Row_417"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G-OC192-OTU2 Txp200G-CK-LC+MR-MXP (100G MXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network and new demand in upgrade mode"- "Row_427"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 13 Demand 10G(11)-OC192-OTU2 Txp200G-CK-LC+MR-MXP (100G MXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network and delete all waves and new waves in upgrade mode"- "Row_437"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G(P)-OC192(F)-OTU2(F) Txp200G-CK-LC+MR-MXP (100G MXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network  and the wave in upgrade mode"- "Row_450"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 5 Demand 10G(2)-40G(3) Txp 200G-CK+MR-MXP (100G MXP mode 2*10G 2*40G MODE) -w/SD-FEC_40   with all Different Plugable forced and analyze the network and delete one 40G demand in  upgrade  mode"- "Row_461"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 Demand 10G-OTU2-OTU2e-OC192 Txp 200G-CK+10x10G -LC - w/SD-FEC_20 with all Different Plugable forced and analyze the network and verify and 7 10G demands in upgrade mode"- "Row_470"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating  14 Demand 10G(10)-OTU2(2F)-OTU2e(1F)-OC192(1F) Txp 200G-CK+10x10G -LC - w/SD-FEC_20 with all Different Plugable forced and analyze the network and change forecast to present in upgrade mode"- "Row_479"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 Demand 100G(2) Txp 200G-CK-LC+MR-MXP (200G Mxp 100G+10*10G Mode) (MR-MXP Breakout Cable) forced -w/SD-FEC_20  Client Payg Disabled  with all Different Plugable forced and analyze the network and unlock sites ans mr-mxp mpo cable"- "Row_488"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 10 Demand 10G(4)-OC192(4)-OTU2(2) Txp 200G-CK-LC + 10x10G -LC  + MR-MXP - w/SD-FEC_20  with all Different Plugable forced and analyze the network and change the wave forecast to present"- "Row_502"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 10 Demand 10G(4)-OC192(4)-OTU2(2) Txp 200G-CK-LC + 10x10G -LC  + MR-MXP - w/SD-FEC_20  with all Different Plugable forced and analyze the network and change pluggable in upgrade mode"- "Row_511"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 11 Demand 10G(5P)-OC192(4P)-OTU2(2F) Txp 200G-CK-LC + 10x10G -LC  + MR-MXP - w/SD-FEC_20  with all Different Plugable forced and analyze the network and change present ot forescast"- "Row_523"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G-OC192-OTU2 Txp 200G-CK-LC + MR-MXP + MR-MXP  -w/SD-FEC_20 with all Different Plugable forced and analyze the network and  5 10G demands in upgrade mode"- "Row_532"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G-OC192-OTU2 Txp 200G-CK-LC + MR-MXP + MR-MXP  -w/SD-FEC_20 with all Different Plugable forced and analyze the network and  5 10G demands in upgrade mode"- "Row_541"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 11 Demand 10G (10F)-OC192Txp 100GS-CK+10x10G-LC - w/SD-FEC_20  with all Different Plugable forced and analyze the network and  change forecast to present in upgrade mode"- "Row_556"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 6 Demand 10G-OC192-OTU2-OTU2e-Fiber10G-Fiber8G Txp 100G-CK-LC-C + 10x10G-LC -w/FEC with all Different Plugable forced and analyze the and upgrade wave length"- "Row_567"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating demand with all supported card and  analyze the network and upgrade and verify all report"- "Row_576"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 Demand 100GE and OTU4 with Txp 200G-CK+MR-MXP (200G MXP mode) -w/SD-FEC_20 and analyze the network and delete 100GE demand in upgrade mode"- "Row_586"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 100GE(3) with Txp 200G-CK+MR-MXP (200G MXP mode) with network Client Payg Disabled and enable client payg"- "Row_595"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 100GE(2P 1F) Txp 200G-CK-LC+MR-MXP (100G TXP mode) -w/SD-FEC_20 with all Different Plugable forced and convert forecast to present"- "Row_605"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 13 Demand 10G(11)-OC192-OTU2 Txp200G-CK-LC+MR-MXP (100G MXP mode) -w/SD-FEC_20 with all Different Plugable forced and analyze the network and add 10 demands in upgrade mode"- "Row_614"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 Demand 10G(2)-40G(2) Txp 200G-CK+MR-MXP (100G MXP mode 2*10G 2*40G MODE) -w/SD-FEC_40   with all Different Plugable forced and analyze the network and add 2 40GE in upgrade mode"- "Row_623"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 Demand 10G-OTU2-OTU2e-OC192 Txp 200G-CK+10x10G -LC - w/SD-FEC_20 with all Different Plugable forced and analyze the network and chasis to sperated shelf in upgrade mode"- "Row_635"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating  14 Demand 10G(10)-OTU2(2F)-OTU2e(1F)-OC192(1F) Txp 200G-CK+10x10G -LC - w/SD-FEC_20 with all Different Plugable forced and analyze the network and change forecast to present in upgrade mode"- "Row_645"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 1 Demand 100G(1) Txp 200G-CK-LC+MR-MXP (200G Mxp 100G+10*10G Mode) -w/SD-FEC_20  with all Different Plugable forced and analyze the network and change present to forecast"- "Row_655"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G-OC192-OTU2 Txp 200G-CK-LC + MR-MXP + MR-MXP  -w/SD-FEC_20 with all Different Plugable forced and analyze the network and  5 10G demands in upgrade mode"- "Row_664"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 10 Demand 10G(4)-OC192(4)-OTU2(2) Txp 200G-CK-LC + 10x10G -LC  + MR-MXP - w/SD-FEC_20  with and update the path of wave on upgrade mode"- "Row_679"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 23 Demand 10G(10)-OC192(10)-OTU2(3) Txp 200G-CK-LC + 10x10G -LC  + MR-MXP - w/SD-FEC_20  with all Different Plugable force and change the wave length in upgrade mode"- "Row_688"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 3 Demand 10G-OC192-OTU2 Txp 200G-CK-LC + MR-MXP + MR-MXP  -w/SD-FEC_20 with all Different Plugable forced and analyze the network and change all demands to 10G in upgrade mode"- "Row_697"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 23 Demand 10G(5P)-OC192(15F)-OTU2(3P) Txp 200G-CK-LC + MR-MXP + MR-MXP  -w/SD-FEC_20 with all Different Plugable forced and analyze the network and change the card type in upgrade mode"- "Row_708"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 11 Demand 10G(11F)-OC192(1P)-OTU2(1P)-OTU2e(1P)-Fiber10G(1P)-Fiber8G(1P) Txp 100GS-CK+10x10G-LC - w/SD-FEC_20  with all Different Plugable forced and analyze change forecast to present in upgrade mode"- "Row_720"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 wave Demand with Traffic Type 100GE with forcing T5 SDFEC (25%) and SDFEC (15%) card for Traffic and ROADM Site with M6-M15 chassis and Analyze the network check it should route to trunk 11(25SDFEC) and 12(15SDFEC) and remove one demnd in upgrade mode"- "Row_731"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 wave Demand 3 with SDFEC(15%) and another 1 with (SDFEC25% check in TM or Aggreagation it should take trunk 11-12(15SDFEC) in one T5 card and 11(25SDFEC) in second T5 card delete 25fec in upgrade mode"- "Row_743"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 4 wave Demand 3 with SDFEC(15%) and another 1 with (SDFEC25% check in TM or Aggreagation it should take trunk 11-12(15SDFEC) in one T5 card and 11(25SDFEC) in second T5 card delete 25fec in upgrade mode"- "Row_756"- "Txp"- "TestFramework"- "GMPO-3582" , failed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 wave Demand 1 with SDFEC(15%) and another 1 with Alien check in TM or Aggreagation it should take trunk 11(15SDFEC) and for alien it should not aggregate and insert node in upgrade mode"- "Row_769"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with TXP upgrade cards, genericTestGenerator.GMPOAuto, Verify,  "Verify creating 2 media channels with Traffic Type 100GE with forcing T5 SDFEC (25%) and SDFEC (15%) card for ROADM Site with M6-M15 chassis and Analyze the network check it should route to trunk 11(25SDFEC) and 12(15SDFEC) and change wave type toAlien in upgrade mode"- "Row_784"- "Txp"- "TestFramework"- "GMPO-3582" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import the All card type Layout Template for M6 and M15 Chassis for non sson network and analyze the network and verify TM-IP(Xml verification) report"- "Row_2"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import the All card type Layout Template for M6 and M15 Chassis for sson network and analyze the network and verify TM-IP(Xml verification) report"- "Row_31"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import the All card type Layout Template for M6 and M15 Chassis for sson network and analyze the network and verify TM-IP(Xml verification) report and change slot- shelf and rack position in upgrade mode"- "Row_56"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import the All card type Layout Template for M6 and M15 Chassis for sson network and analyze the network and verify TM-IP(Xml verification) report and remove the template in upgrade mode"- "Row_67"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz with Gain Equalizer and Import in GMPO verify import should work and verify TM report"- "Row_77"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import mpz with Gain Equilizer. Do Rel Upg- add txp T5 demand between Gain Equilizer site and ROADM site.Unlock the Gain Equilizer site with adding Cont side. Analyze should go through."- "Row_81"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import mpz with Gain Equilizer and Rel Upg and unlcok the GE Site change GainEquilizer site to OLA the Analyze should go through and node should be converted to OLA"- "Row_92"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Import mpz with Gain Equilizer and Rel Upg and unlcok the GE Site change GainEquilizer site to Passthrough the Analyze should go through and node should be converted to Passthrough"- "Row_100"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz with Gain Equalizer and Import in GMPO verify import should work and verify TM report"- "Row_108"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz with Gain Equalizer and Import in GMPO verify import should work and verify TM report"- "Row_112"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz in 10.5 and rel upg to 11.0 with Naming Convention off with 4 degree with 2 Fiber Connected with 2 Cont Site added -Import in GMPO and do Rel Upg  add 2 Fiber then add 2 Cont Side.verify BOM- TM report"- "Row_120"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz in 10.5 and rel upg to 11.0 with Naming Convention off with 4 degree with 4 Fiber Connected with 2 Cont Site added -Import in GMPO and Add one Node and with Cont Side .verify BOM- TM report"- "Row_146"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz in 10.5 and rel upg to 11.0 with Naming Convention off with 4 degree with 2 Fiber Connected with 2 Cont Site added -Import in GMPO and do Rel Upg  add 2 Fiber then add 2 Cont Side.verify BOM- TM report"- "Row_161"- "Txp"- "TestFramework"- "GMPO-3584" , failed
